# This file was produced by: bcftools roh(1.15.1+htslib-1.15.1)
# The command line was:	bcftools roh -G30 --estimate-AF - --rec-rate 1e-9 --skip-indels -O r -o /projects/mjolnir1/people/qvw641/CottonTop/ROHs///BcfToolsRoh_alt04recomb_1e-9_final_AF.txt /projects/mjolnir1/people/qvw641/CottonTop/VCF/Filter/CTT_onlyCTT_filter.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
RG	09_FMNH_69944	CM038391.1	16883732	17615143	731412	857	6.8
RG	09_FMNH_69944	CM038391.1	18738569	19310452	571884	630	20.4
RG	09_FMNH_69944	CM038391.1	20577377	21220698	643322	718	84.7
RG	09_FMNH_69944	CM038391.1	21740453	24012252	2271800	3090	78.3
RG	09_FMNH_69944	CM038391.1	24502003	25206184	704182	913	70.5
RG	09_FMNH_69944	CM038391.1	26784409	27023077	238669	326	37.2
RG	09_FMNH_69944	CM038391.1	28835967	31133624	2297658	3082	80.6
RG	09_FMNH_69944	CM038391.1	31768787	33256402	1487616	1968	93.6
RG	09_FMNH_69944	CM038391.1	33420500	33881085	460586	657	57.7
RG	09_FMNH_69944	CM038391.1	34356303	36430142	2073840	3402	97.9
RG	09_FMNH_69944	CM038391.1	36644712	36983538	338827	655	71.9
RG	09_FMNH_69944	CM038391.1	39248755	39669776	421022	739	74.5
RG	09_FMNH_69944	CM038391.1	39885184	42347953	2462770	4072	92.6
RG	09_FMNH_69944	CM038391.1	42795988	43337305	541318	752	28.2
RG	09_FMNH_69944	CM038391.1	43616406	45989709	2373304	3631	80.4
RG	09_FMNH_69944	CM038391.1	48096265	48532496	436232	963	61.1
RG	09_FMNH_69944	CM038391.1	49834980	50185549	350570	393	41.4
RG	09_FMNH_69944	CM038391.1	51035659	51556586	520928	854	64.1
RG	09_FMNH_69944	CM038391.1	52167283	52384225	216943	288	9.7
RG	09_FMNH_69944	CM038391.1	52530370	53130000	599631	1133	45.4
RG	09_FMNH_69944	CM038391.1	53908888	54270313	361426	616	78.5
RG	09_FMNH_69944	CM038391.1	55445793	58264730	2818938	4569	65.9
RG	09_FMNH_69944	CM038391.1	58565559	59135668	570110	839	66.3
RG	09_FMNH_69944	CM038391.1	59369308	59793712	424405	579	42.0
RG	09_FMNH_69944	CM038391.1	61497199	62313545	816347	1350	84.7
RG	09_FMNH_69944	CM038391.1	62510476	63549978	1039503	1361	92.1
RG	09_FMNH_69944	CM038391.1	63808239	64354002	545764	796	56.2
RG	09_FMNH_69944	CM038391.1	64421916	64722891	300976	345	59.8
RG	09_FMNH_69944	CM038391.1	65217279	67821178	2603900	2597	55.2
RG	09_FMNH_69944	CM038391.1	72835428	73034809	199382	355	45.6
RG	09_FMNH_69944	CM038391.1	73881039	74588522	707484	1162	71.6
RG	09_FMNH_69944	CM038391.1	74654720	74975824	321105	529	36.5
RG	09_FMNH_69944	CM038391.1	75088822	75429184	340363	534	52.6
RG	09_FMNH_69944	CM038391.1	76992637	77980371	987735	1712	70.7
RG	09_FMNH_69944	CM038391.1	78464986	79028707	563722	850	88.4
RG	09_FMNH_69944	CM038391.1	80407440	80905757	498318	698	39.9
RG	09_FMNH_69944	CM038391.1	81890903	82584087	693185	732	61.7
RG	09_FMNH_69944	CM038391.1	85896416	85971421	75006	196	81.5
RG	09_FMNH_69944	CM038391.1	87236527	91224842	3988316	5181	96.3
RG	09_FMNH_69944	CM038391.1	91840547	92724194	883648	1379	85.5
RG	09_FMNH_69944	CM038391.1	93056458	93472366	415909	618	57.9
RG	09_FMNH_69944	CM038391.1	94141953	95115458	973506	1182	35.9
RG	09_FMNH_69944	CM038391.1	97506013	98176584	670572	1166	46.7
RG	09_FMNH_69944	CM038391.1	102292179	103681276	1389098	1206	58.4
RG	09_FMNH_69944	CM038391.1	103729790	107832650	4102861	4562	97.6
RG	09_FMNH_69944	CM038391.1	109577900	110156585	578686	1039	87.4
RG	09_FMNH_69944	CM038391.1	111259404	111460653	201250	296	73.8
RG	09_FMNH_69944	CM038391.1	112425958	112785905	359948	603	76.2
RG	09_FMNH_69944	CM038391.1	113050681	113352925	302245	376	11.3
RG	09_FMNH_69944	CM038391.1	113969198	114463299	494102	809	68.2
RG	09_FMNH_69944	CM038391.1	115018452	115276584	258133	391	22.9
RG	09_FMNH_69944	CM038391.1	116219065	116473853	254789	485	69.2
RG	09_FMNH_69944	CM038391.1	116587662	116909797	322136	502	79.9
RG	09_FMNH_69944	CM038391.1	118599563	118984999	385437	708	82.0
RG	09_FMNH_69944	CM038391.1	119969239	120684033	714795	1092	32.7
RG	09_FMNH_69944	CM038391.1	121109763	121763568	653806	774	79.8
RG	09_FMNH_69944	CM038391.1	123129435	124647323	1517889	1558	13.4
RG	09_FMNH_69944	CM038391.1	124928483	125374298	445816	630	20.7
RG	09_FMNH_69944	CM038391.1	125986868	129625215	3638348	4955	85.4
RG	09_FMNH_69944	CM038391.1	129825986	131882586	2056601	3187	76.7
RG	09_FMNH_69944	CM038391.1	132412776	133246326	833551	883	17.1
RG	09_FMNH_69944	CM038391.1	133666568	134815155	1148588	1141	70.6
RG	09_FMNH_69944	CM038391.1	135050442	139279112	4228671	6160	82.9
RG	09_FMNH_69944	CM038391.1	140286447	140716501	430055	802	91.8
RG	09_FMNH_69944	CM038391.1	140745872	141048842	302971	415	56.9
RG	09_FMNH_69944	CM038391.1	141607649	142803056	1195408	1620	93.1
RG	09_FMNH_69944	CM038391.1	146091550	146667366	575817	1008	87.4
RG	09_FMNH_69944	CM038391.1	147032578	147261256	228679	325	37.6
RG	09_FMNH_69944	CM038391.1	147932020	148601507	669488	853	73.8
RG	09_FMNH_69944	CM038391.1	152523740	152771903	248164	490	69.6
RG	09_FMNH_69944	CM038391.1	153060402	153932134	871733	1522	80.8
RG	09_FMNH_69944	CM038391.1	154154756	154872076	717321	954	80.4
RG	09_FMNH_69944	CM038391.1	155040417	155626690	586274	607	61.2
RG	09_FMNH_69944	CM038391.1	157077402	157602489	525088	821	64.7
RG	09_FMNH_69944	CM038391.1	159316429	160380839	1064411	1059	64.6
RG	09_FMNH_69944	CM038391.1	160872895	160984145	111251	198	30.4
RG	09_FMNH_69944	CM038391.1	161419777	161518031	98255	201	8.8
RG	09_FMNH_69944	CM038391.1	161917298	164680275	2762978	4247	85.0
RG	09_FMNH_69944	CM038391.1	164749060	165749389	1000330	1800	83.1
RG	09_FMNH_69944	CM038391.1	165990319	166266918	276600	524	70.7
RG	09_FMNH_69944	CM038391.1	168428366	168629368	201003	314	24.6
RG	09_FMNH_69944	CM038391.1	169224356	169429815	205460	215	35.6
RG	09_FMNH_69944	CM038391.1	169495411	171182224	1686814	2188	93.2
RG	09_FMNH_69944	CM038391.1	171342581	171623077	280497	438	41.2
RG	09_FMNH_69944	CM038391.1	172998905	173714595	715691	915	78.1
RG	09_FMNH_69944	CM038391.1	175614784	176424110	809327	1108	81.7
RG	09_FMNH_69944	CM038391.1	176756090	177356195	600106	938	87.3
RG	09_FMNH_69944	CM038391.1	178097973	178800433	702461	931	83.3
RG	09_FMNH_69944	CM038391.1	180713775	181862638	1148864	1492	78.0
RG	09_FMNH_69944	CM038391.1	182183244	182952484	769241	1589	93.2
RG	09_FMNH_69944	CM038391.1	183655552	184606348	950797	1286	85.3
RG	09_FMNH_69944	CM038391.1	185959693	186346313	386621	605	43.0
RG	09_FMNH_69944	CM038391.1	186490638	187748326	1257689	2023	78.6
RG	09_FMNH_69944	CM038391.1	188967386	190400101	1432716	1328	89.1
RG	09_FMNH_69944	CM038391.1	192606079	193204530	598452	473	74.7
RG	09_FMNH_69944	CM038391.1	193901485	195599542	1698058	2843	88.2
RG	09_FMNH_69944	CM038391.1	196242181	196694966	452786	656	69.6
RG	09_FMNH_69944	CM038391.1	198079480	199065515	986036	1056	76.2
RG	09_FMNH_69944	CM038391.1	199197173	200035342	838170	677	52.4
RG	09_FMNH_69944	CM038391.1	203164833	204483378	1318546	2075	86.3
RG	09_FMNH_69944	CM038391.1	206107730	206423197	315468	524	22.0
RG	09_FMNH_69944	CM038391.1	208357708	208623059	265352	230	22.1
RG	09_FMNH_69944	CM038391.1	211083035	211736133	653099	827	31.1
RG	09_FMNH_69944	CM038391.1	212301711	212638425	336715	521	72.3
RG	09_FMNH_69944	CM038391.1	212938184	213395968	457785	730	70.3
RG	09_FMNH_69944	CM038391.1	214161531	214515778	354248	524	59.2
RG	09_FMNH_69944	CM038391.1	215159657	216338220	1178564	2044	87.3
RG	09_FMNH_69944	CM038391.1	216421479	216926500	505022	892	42.9
RG	09_FMNH_69944	CM038391.1	217241057	218098677	857621	1414	67.5
RG	09_FMNH_69944	CM038391.1	218694871	219193608	498738	537	18.2
RG	09_FMNH_69944	CM038391.1	221029326	221489377	460052	630	83.7
RG	09_FMNH_69944	CM038391.1	221665405	222025091	359687	632	23.4
RG	11_FMNH_69264	CM038391.1	92871	435253	342383	452	35.7
RG	11_FMNH_69264	CM038391.1	1669746	6219617	4549872	6072	96.3
RG	11_FMNH_69264	CM038391.1	6541172	7457562	916391	1588	88.7
RG	11_FMNH_69264	CM038391.1	7481766	9968828	2487063	3267	92.5
RG	11_FMNH_69264	CM038391.1	10408499	13285828	2877330	4741	97.9
RG	11_FMNH_69264	CM038391.1	13313640	18195044	4881405	6312	96.7
RG	11_FMNH_69264	CM038391.1	18204972	20470417	2265446	2822	92.9
RG	11_FMNH_69264	CM038391.1	20576218	21794836	1218619	1517	79.3
RG	11_FMNH_69264	CM038391.1	21834367	22291938	457572	711	73.7
RG	11_FMNH_69264	CM038391.1	22965104	23243687	278584	375	59.0
RG	11_FMNH_69264	CM038391.1	23547115	26160422	2613308	3015	86.5
RG	11_FMNH_69264	CM038391.1	26593623	27003642	410020	464	78.6
RG	11_FMNH_69264	CM038391.1	27147763	28442174	1294412	1560	90.2
RG	11_FMNH_69264	CM038391.1	28770934	31135236	2364303	3107	92.2
RG	11_FMNH_69264	CM038391.1	31181039	31695562	514524	534	78.6
RG	11_FMNH_69264	CM038391.1	31768259	33266286	1498028	1866	90.6
RG	11_FMNH_69264	CM038391.1	33295572	35124072	1828501	2553	92.4
RG	11_FMNH_69264	CM038391.1	35889965	37428552	1538588	2458	84.9
RG	11_FMNH_69264	CM038391.1	38483621	38946610	462990	794	77.8
RG	11_FMNH_69264	CM038391.1	40826622	42024761	1198140	2008	89.6
RG	11_FMNH_69264	CM038391.1	42508043	43226614	718572	1025	50.5
RG	11_FMNH_69264	CM038391.1	43282066	44185371	903306	1804	48.3
RG	11_FMNH_69264	CM038391.1	44475163	45326084	850922	1249	79.7
RG	11_FMNH_69264	CM038391.1	45930763	46385272	454510	907	63.3
RG	11_FMNH_69264	CM038391.1	47757988	49438448	1680461	2868	86.7
RG	11_FMNH_69264	CM038391.1	49667341	50143482	476142	589	44.3
RG	11_FMNH_69264	CM038391.1	50542312	54673429	4131118	7027	95.9
RG	11_FMNH_69264	CM038391.1	54691597	57948812	3257216	5696	93.2
RG	11_FMNH_69264	CM038391.1	58476587	59337302	860716	1426	59.6
RG	11_FMNH_69264	CM038391.1	61608858	62142616	533759	1017	60.8
RG	11_FMNH_69264	CM038391.1	62741331	62868650	127320	222	13.5
RG	11_FMNH_69264	CM038391.1	63298500	63776598	478099	609	51.9
RG	11_FMNH_69264	CM038391.1	64910942	65499740	588799	894	78.3
RG	11_FMNH_69264	CM038391.1	68136807	68780282	643476	982	75.5
RG	11_FMNH_69264	CM038391.1	72291843	72882752	590910	804	79.5
RG	11_FMNH_69264	CM038391.1	75000440	75214305	213866	439	61.8
RG	11_FMNH_69264	CM038391.1	76232105	77537453	1305349	2060	91.2
RG	11_FMNH_69264	CM038391.1	77823791	78151556	327766	613	20.5
RG	11_FMNH_69264	CM038391.1	80545718	81178552	632835	1066	67.1
RG	11_FMNH_69264	CM038391.1	82951717	84774431	1822715	1818	76.1
RG	11_FMNH_69264	CM038391.1	86473364	86789901	316538	565	63.7
RG	11_FMNH_69264	CM038391.1	90030551	90343496	312946	499	76.4
RG	11_FMNH_69264	CM038391.1	91835340	92594855	759516	1326	89.6
RG	11_FMNH_69264	CM038391.1	92785512	93412107	626596	975	75.2
RG	11_FMNH_69264	CM038391.1	94374406	95070054	695649	906	74.8
RG	11_FMNH_69264	CM038391.1	95276401	95992194	715794	844	72.0
RG	11_FMNH_69264	CM038391.1	97087465	98006698	919234	1693	72.3
RG	11_FMNH_69264	CM038391.1	99049530	100623845	1574316	2337	89.7
RG	11_FMNH_69264	CM038391.1	100648045	101068298	420254	736	12.7
RG	11_FMNH_69264	CM038391.1	101215547	102039906	824360	1032	73.5
RG	11_FMNH_69264	CM038391.1	104788643	105896545	1107903	1059	91.4
RG	11_FMNH_69264	CM038391.1	108350046	109316137	966092	972	17.5
RG	11_FMNH_69264	CM038391.1	109683791	109799818	116028	247	30.2
RG	11_FMNH_69264	CM038391.1	110446393	110901695	455303	591	61.9
RG	11_FMNH_69264	CM038391.1	111035441	112785889	1750449	2394	62.7
RG	11_FMNH_69264	CM038391.1	112825012	113108491	283480	389	67.6
RG	11_FMNH_69264	CM038391.1	113810716	114478491	667776	1025	80.3
RG	11_FMNH_69264	CM038391.1	115223936	115879813	655878	815	72.6
RG	11_FMNH_69264	CM038391.1	116589747	117304705	714959	1142	82.6
RG	11_FMNH_69264	CM038391.1	117536422	118189625	653204	884	73.5
RG	11_FMNH_69264	CM038391.1	118827651	119043160	215510	375	14.3
RG	11_FMNH_69264	CM038391.1	120939609	122084303	1144695	1318	65.9
RG	11_FMNH_69264	CM038391.1	122736977	124973365	2236389	2414	51.3
RG	11_FMNH_69264	CM038391.1	125682945	126790980	1108036	1337	54.8
RG	11_FMNH_69264	CM038391.1	130904231	131544664	640434	1004	65.5
RG	11_FMNH_69264	CM038391.1	131600463	133240955	1640493	2138	72.0
RG	11_FMNH_69264	CM038391.1	135318720	135680681	361962	601	42.8
RG	11_FMNH_69264	CM038391.1	136566838	138975526	2408689	3694	71.4
RG	11_FMNH_69264	CM038391.1	139749774	139956406	206633	322	33.6
RG	11_FMNH_69264	CM038391.1	140286447	140673824	387378	783	82.4
RG	11_FMNH_69264	CM038391.1	140745872	141044469	298598	384	39.8
RG	11_FMNH_69264	CM038391.1	141607344	142924274	1316931	1670	96.9
RG	11_FMNH_69264	CM038391.1	145269333	146304864	1035532	1614	84.2
RG	11_FMNH_69264	CM038391.1	147261256	147503210	241955	324	15.1
RG	11_FMNH_69264	CM038391.1	148233806	151028054	2794249	2965	61.3
RG	11_FMNH_69264	CM038391.1	151695508	152154009	458502	799	72.9
RG	11_FMNH_69264	CM038391.1	152290759	152544942	254184	472	65.1
RG	11_FMNH_69264	CM038391.1	152727694	154309540	1581847	2480	85.5
RG	11_FMNH_69264	CM038391.1	155977872	157976524	1998653	3061	68.8
RG	11_FMNH_69264	CM038391.1	159351574	160091723	740150	853	77.3
RG	11_FMNH_69264	CM038391.1	161406487	163065336	1658850	2571	73.3
RG	11_FMNH_69264	CM038391.1	164384163	166910007	2525845	4829	80.5
RG	11_FMNH_69264	CM038391.1	168328725	169118743	790019	1173	88.1
RG	11_FMNH_69264	CM038391.1	169560171	171182277	1622107	1986	94.7
RG	11_FMNH_69264	CM038391.1	172298535	173784937	1486403	1892	82.3
RG	11_FMNH_69264	CM038391.1	175319159	175625334	306176	467	19.4
RG	11_FMNH_69264	CM038391.1	175985813	176322413	336601	467	32.5
RG	11_FMNH_69264	CM038391.1	176761983	177337134	575152	925	78.5
RG	11_FMNH_69264	CM038391.1	177717473	177999283	281811	375	55.8
RG	11_FMNH_69264	CM038391.1	178030155	178785854	755700	960	78.8
RG	11_FMNH_69264	CM038391.1	178816527	181775213	2958687	3991	93.8
RG	11_FMNH_69264	CM038391.1	182056713	183320622	1263910	2054	89.9
RG	11_FMNH_69264	CM038391.1	183361111	185216290	1855180	2677	92.6
RG	11_FMNH_69264	CM038391.1	186328377	188059907	1731531	3123	96.3
RG	11_FMNH_69264	CM038391.1	188277219	189407250	1130032	1614	88.6
RG	11_FMNH_69264	CM038391.1	189803340	191521204	1717865	1914	52.1
RG	11_FMNH_69264	CM038391.1	192222506	193670185	1447680	1619	84.6
RG	11_FMNH_69264	CM038391.1	195485469	195643719	158251	356	60.4
RG	11_FMNH_69264	CM038391.1	196271858	196619487	347630	656	58.5
RG	11_FMNH_69264	CM038391.1	198069789	198247466	177678	223	42.4
RG	11_FMNH_69264	CM038391.1	201282956	202318353	1035398	1272	76.0
RG	11_FMNH_69264	CM038391.1	202530682	202844093	313412	489	80.6
RG	11_FMNH_69264	CM038391.1	206452894	206815322	362429	435	88.2
RG	11_FMNH_69264	CM038391.1	207309079	208039347	730269	901	92.0
RG	11_FMNH_69264	CM038391.1	209912333	210423578	511246	862	73.6
RG	11_FMNH_69264	CM038391.1	212288221	212676870	388650	695	77.5
RG	11_FMNH_69264	CM038391.1	212928446	213810178	881733	1369	86.2
RG	11_FMNH_69264	CM038391.1	214018978	214409820	390843	721	86.1
RG	11_FMNH_69264	CM038391.1	214824699	215219110	394412	660	43.1
RG	11_FMNH_69264	CM038391.1	216008100	216354513	346414	883	64.5
RG	11_FMNH_69264	CM038391.1	216882359	216982519	100161	324	62.0
RG	11_FMNH_69264	CM038391.1	220328651	222260504	1931854	3323	95.2
RG	12_FMNH_69265	CM038391.1	135184	411268	276085	398	27.1
RG	12_FMNH_69265	CM038391.1	1363728	2441677	1077950	1370	79.6
RG	12_FMNH_69265	CM038391.1	2612103	5652835	3040733	4300	92.0
RG	12_FMNH_69265	CM038391.1	10424709	10486554	61846	148	25.0
RG	12_FMNH_69265	CM038391.1	10628689	11210643	581955	1043	64.9
RG	12_FMNH_69265	CM038391.1	12706948	12948344	241397	513	70.4
RG	12_FMNH_69265	CM038391.1	13320831	13387242	66412	217	17.4
RG	12_FMNH_69265	CM038391.1	13612205	13988673	376469	647	89.4
RG	12_FMNH_69265	CM038391.1	15156015	15559945	403931	523	58.7
RG	12_FMNH_69265	CM038391.1	15764964	16367924	602961	829	52.9
RG	12_FMNH_69265	CM038391.1	17261984	18184319	922336	1437	71.9
RG	12_FMNH_69265	CM038391.1	18205172	18542346	337175	413	55.1
RG	12_FMNH_69265	CM038391.1	21337311	21796216	458906	705	70.5
RG	12_FMNH_69265	CM038391.1	22978818	23955686	976869	1206	66.7
RG	12_FMNH_69265	CM038391.1	25158989	26031420	872432	1126	68.1
RG	12_FMNH_69265	CM038391.1	28881010	29767674	886665	1222	12.1
RG	12_FMNH_69265	CM038391.1	29820380	31135236	1314857	1828	92.8
RG	12_FMNH_69265	CM038391.1	32346331	32694217	347887	421	23.3
RG	12_FMNH_69265	CM038391.1	33546679	34957775	1411097	1984	94.0
RG	12_FMNH_69265	CM038391.1	35193645	35581854	388210	699	82.1
RG	12_FMNH_69265	CM038391.1	35616114	36429220	813107	1391	86.3
RG	12_FMNH_69265	CM038391.1	38480541	39119664	639124	1378	85.5
RG	12_FMNH_69265	CM038391.1	39682204	39852987	170784	457	33.5
RG	12_FMNH_69265	CM038391.1	40415397	40886939	471543	867	85.4
RG	12_FMNH_69265	CM038391.1	41258745	41870465	611721	1115	56.1
RG	12_FMNH_69265	CM038391.1	42933269	43115300	182032	263	12.6
RG	12_FMNH_69265	CM038391.1	43447649	43711459	263811	857	70.2
RG	12_FMNH_69265	CM038391.1	45537147	45678556	141410	348	67.4
RG	12_FMNH_69265	CM038391.1	45875143	46380117	504975	1277	91.4
RG	12_FMNH_69265	CM038391.1	47168103	47568916	400814	839	78.5
RG	12_FMNH_69265	CM038391.1	48373461	48547288	173828	430	39.3
RG	12_FMNH_69265	CM038391.1	48619260	49153919	534660	961	89.7
RG	12_FMNH_69265	CM038391.1	49456248	50176220	719973	1143	80.3
RG	12_FMNH_69265	CM038391.1	50609834	51143578	533745	763	63.4
RG	12_FMNH_69265	CM038391.1	52305511	52616015	310505	583	45.1
RG	12_FMNH_69265	CM038391.1	53868086	54096234	228149	460	64.3
RG	12_FMNH_69265	CM038391.1	54277905	54673429	395525	693	62.9
RG	12_FMNH_69265	CM038391.1	54720319	55188560	468242	771	17.6
RG	12_FMNH_69265	CM038391.1	55577563	55993354	415792	903	14.1
RG	12_FMNH_69265	CM038391.1	56825313	56919308	93996	279	66.0
RG	12_FMNH_69265	CM038391.1	64092658	64353828	261171	895	91.9
RG	12_FMNH_69265	CM038391.1	64627510	64776831	149322	214	75.2
RG	12_FMNH_69265	CM038391.1	65862764	66729620	866857	1230	93.1
RG	12_FMNH_69265	CM038391.1	68315630	68516561	200932	420	57.4
RG	12_FMNH_69265	CM038391.1	70580986	71174135	593150	997	70.9
RG	12_FMNH_69265	CM038391.1	72535573	72764502	228930	507	80.5
RG	12_FMNH_69265	CM038391.1	74675612	75714589	1038978	2302	86.4
RG	12_FMNH_69265	CM038391.1	77018416	77598197	579782	1040	45.1
RG	12_FMNH_69265	CM038391.1	79450615	79842121	391507	744	30.7
RG	12_FMNH_69265	CM038391.1	80579048	80796543	217496	469	71.8
RG	12_FMNH_69265	CM038391.1	81122110	81306487	184378	489	59.0
RG	12_FMNH_69265	CM038391.1	81851483	82374617	523135	843	72.5
RG	12_FMNH_69265	CM038391.1	82443671	82678818	235148	380	15.3
RG	12_FMNH_69265	CM038391.1	83579273	85602973	2023701	2948	89.6
RG	12_FMNH_69265	CM038391.1	85699512	85953920	254409	640	84.6
RG	12_FMNH_69265	CM038391.1	86775950	86994976	219027	449	52.6
RG	12_FMNH_69265	CM038391.1	92231954	92366914	134961	349	44.1
RG	12_FMNH_69265	CM038391.1	93078616	93355802	277187	594	52.8
RG	12_FMNH_69265	CM038391.1	95169869	95992505	822637	1150	73.8
RG	12_FMNH_69265	CM038391.1	97466965	97912108	445144	1187	83.9
RG	12_FMNH_69265	CM038391.1	100764798	101099919	335122	773	44.6
RG	12_FMNH_69265	CM038391.1	101203846	101755922	552077	912	69.4
RG	12_FMNH_69265	CM038391.1	101881231	102551164	669934	1052	80.8
RG	12_FMNH_69265	CM038391.1	104600027	104777748	177722	419	24.3
RG	12_FMNH_69265	CM038391.1	104905859	105890953	985095	967	74.5
RG	12_FMNH_69265	CM038391.1	107442715	108189612	746898	791	37.8
RG	12_FMNH_69265	CM038391.1	112824718	113696254	871537	1320	72.4
RG	12_FMNH_69265	CM038391.1	114412291	116659369	2247079	3573	72.2
RG	12_FMNH_69265	CM038391.1	117719778	118624518	904741	1393	79.0
RG	12_FMNH_69265	CM038391.1	118983378	119243517	260140	454	61.3
RG	12_FMNH_69265	CM038391.1	120039355	121862890	1823536	2790	74.4
RG	12_FMNH_69265	CM038391.1	123538134	124576723	1038590	1457	65.5
RG	12_FMNH_69265	CM038391.1	124980736	125207650	226915	446	80.6
RG	12_FMNH_69265	CM038391.1	125740673	127282680	1542008	1989	81.2
RG	12_FMNH_69265	CM038391.1	127448987	127896395	447409	668	36.5
RG	12_FMNH_69265	CM038391.1	128232488	128841262	608775	918	76.8
RG	12_FMNH_69265	CM038391.1	129826762	130332884	506123	807	65.7
RG	12_FMNH_69265	CM038391.1	130707640	131061772	354133	603	70.1
RG	12_FMNH_69265	CM038391.1	133272542	134742571	1470030	1984	82.0
RG	12_FMNH_69265	CM038391.1	135446716	135837868	391153	952	84.6
RG	12_FMNH_69265	CM038391.1	137319062	138577066	1258005	2416	79.3
RG	12_FMNH_69265	CM038391.1	141634985	141746305	111321	211	37.3
RG	12_FMNH_69265	CM038391.1	142716886	142936272	219387	310	69.0
RG	12_FMNH_69265	CM038391.1	145256514	147210347	1953834	3606	89.8
RG	12_FMNH_69265	CM038391.1	147931984	148415079	483096	625	44.1
RG	12_FMNH_69265	CM038391.1	151726145	152148219	422075	806	81.1
RG	12_FMNH_69265	CM038391.1	152608881	152857023	248143	561	74.3
RG	12_FMNH_69265	CM038391.1	153076230	154897106	1820877	2734	77.2
RG	12_FMNH_69265	CM038391.1	156107722	156680428	572707	1138	81.4
RG	12_FMNH_69265	CM038391.1	156690635	157140542	449908	1095	80.7
RG	12_FMNH_69265	CM038391.1	157470432	158095091	624660	1018	84.4
RG	12_FMNH_69265	CM038391.1	161405811	161531947	126137	379	67.9
RG	12_FMNH_69265	CM038391.1	163515935	163884636	368702	886	63.2
RG	12_FMNH_69265	CM038391.1	165235346	165516060	280715	681	77.5
RG	12_FMNH_69265	CM038391.1	166477469	166672828	195360	309	26.4
RG	12_FMNH_69265	CM038391.1	170893187	171181771	288585	318	67.2
RG	12_FMNH_69265	CM038391.1	172553679	173443007	889329	1200	73.8
RG	12_FMNH_69265	CM038391.1	174275871	174678004	402134	680	72.4
RG	12_FMNH_69265	CM038391.1	176334965	176539093	204129	321	9.9
RG	12_FMNH_69265	CM038391.1	177718282	177999405	281124	552	74.8
RG	12_FMNH_69265	CM038391.1	178026231	178784429	758199	1318	87.5
RG	12_FMNH_69265	CM038391.1	178816866	180678382	1861517	3174	90.7
RG	12_FMNH_69265	CM038391.1	180730452	181758513	1028062	1752	88.9
RG	12_FMNH_69265	CM038391.1	182056535	183271411	1214877	2504	84.9
RG	12_FMNH_69265	CM038391.1	183606639	184039413	432775	738	45.0
RG	12_FMNH_69265	CM038391.1	184606218	185171205	564988	1047	84.7
RG	12_FMNH_69265	CM038391.1	186024750	186265047	240298	568	32.7
RG	12_FMNH_69265	CM038391.1	187523326	188081727	558402	1530	87.6
RG	12_FMNH_69265	CM038391.1	188364518	191521204	3156687	5759	89.7
RG	12_FMNH_69265	CM038391.1	191570561	191951418	380858	783	86.6
RG	12_FMNH_69265	CM038391.1	192222440	194735690	2513251	5177	87.4
RG	12_FMNH_69265	CM038391.1	194886332	196124133	1237802	2952	90.2
RG	12_FMNH_69265	CM038391.1	200406014	201293811	887798	1510	70.2
RG	12_FMNH_69265	CM038391.1	202606308	202845716	239409	649	85.7
RG	12_FMNH_69265	CM038391.1	203316420	204164431	848012	2451	85.5
RG	12_FMNH_69265	CM038391.1	205965256	206154391	189136	531	64.3
RG	12_FMNH_69265	CM038391.1	207427439	207593408	165970	250	35.3
RG	12_FMNH_69265	CM038391.1	210064497	210423755	359259	927	72.6
RG	12_FMNH_69265	CM038391.1	211078425	211416966	338542	683	66.9
RG	12_FMNH_69265	CM038391.1	211484069	211535137	51069	163	25.4
RG	12_FMNH_69265	CM038391.1	212288437	212798399	509963	1428	83.2
RG	12_FMNH_69265	CM038391.1	212927743	213590159	662417	1476	86.5
RG	12_FMNH_69265	CM038391.1	214135530	214505041	369512	1046	90.6
RG	12_FMNH_69265	CM038391.1	214634164	215997381	1363218	3641	90.1
RG	12_FMNH_69265	CM038391.1	216005411	216175313	169903	817	83.6
RG	12_FMNH_69265	CM038391.1	216547174	216900285	353112	1086	70.1
RG	12_FMNH_69265	CM038391.1	221483785	221657192	173408	407	56.6
RG	13_FMNH_69267	CM038391.1	92391	1363526	1271136	2372	90.5
RG	13_FMNH_69267	CM038391.1	1708008	2576068	868061	1742	90.1
RG	13_FMNH_69267	CM038391.1	2787516	3189063	401548	901	71.8
RG	13_FMNH_69267	CM038391.1	3922473	4406989	484517	1087	80.5
RG	13_FMNH_69267	CM038391.1	4578752	6217347	1638596	2896	94.5
RG	13_FMNH_69267	CM038391.1	8608118	9548689	940572	1844	84.3
RG	13_FMNH_69267	CM038391.1	13001903	13071948	70046	234	78.7
RG	13_FMNH_69267	CM038391.1	13113426	13264166	150741	461	75.7
